shape,background_color,shape_color,size,rotation,path
pentagon,blue,"(0, 127, 255)",120,350,"images/pentagons/pentagon_bg-blue_color-(0, 127, 255)_size-120_angle-350.png"
octagon,blue,"(127, 0, 255)",160,80,"images/octagons/octagon_bg-blue_color-(127, 0, 255)_size-160_angle-80.png"
pentagon,blue,"(0, 255, 127)",160,320,"images/pentagons/pentagon_bg-blue_color-(0, 255, 127)_size-160_angle-320.png"
pentagon,blue,"(0, 127, 0)",100,330,"images/pentagons/pentagon_bg-blue_color-(0, 127, 0)_size-100_angle-330.png"
heptagon,black,"(0, 127, 127)",200,0,"images/heptagons/heptagon_bg-black_color-(0, 127, 127)_size-200_angle-0.png"
triangle,white,"(127, 0, 127)",130,20,"images/triangles/triangle_bg-white_color-(127, 0, 127)_size-130_angle-20.png"
triangle,white,"(127, 255, 0)",175,110,"images/triangles/triangle_bg-white_color-(127, 255, 0)_size-175_angle-110.png"
heptagon,black,"(127, 255, 0)",130,90,"images/heptagons/heptagon_bg-black_color-(127, 255, 0)_size-130_angle-90.png"
heptagon,red,"(127, 255, 0)",140,220,"images/heptagons/heptagon_bg-red_color-(127, 255, 0)_size-140_angle-220.png"
heptagon,blue,"(127, 255, 127)",150,60,"images/heptagons/heptagon_bg-blue_color-(127, 255, 127)_size-150_angle-60.png"
pentagon,red,"(127, 127, 255)",130,340,"images/pentagons/pentagon_bg-red_color-(127, 127, 255)_size-130_angle-340.png"
heptagon,red,"(0, 255, 127)",140,50,"images/heptagons/heptagon_bg-red_color-(0, 255, 127)_size-140_angle-50.png"
pentagon,white,"(255, 255, 0)",140,280,"images/pentagons/pentagon_bg-white_color-(255, 255, 0)_size-140_angle-280.png"
triangle,black,"(255, 0, 255)",150,70,"images/triangles/triangle_bg-black_color-(255, 0, 255)_size-150_angle-70.png"
triangle,red,"(127, 127, 255)",110,30,"images/triangles/triangle_bg-red_color-(127, 127, 255)_size-110_angle-30.png"
triangle,red,"(127, 255, 0)",200,70,"images/triangles/triangle_bg-red_color-(127, 255, 0)_size-200_angle-70.png"
heptagon,black,"(255, 127, 0)",110,320,"images/heptagons/heptagon_bg-black_color-(255, 127, 0)_size-110_angle-320.png"
hexagon,black,"(127, 255, 0)",160,30,"images/hexagons/hexagon_bg-black_color-(127, 255, 0)_size-160_angle-30.png"
octagon,red,"(0, 127, 255)",120,0,"images/octagons/octagon_bg-red_color-(0, 127, 255)_size-120_angle-0.png"
triangle,white,"(127, 127, 255)",150,70,"images/triangles/triangle_bg-white_color-(127, 127, 255)_size-150_angle-70.png"
pentagon,red,"(127, 255, 127)",150,100,"images/pentagons/pentagon_bg-red_color-(127, 255, 127)_size-150_angle-100.png"
heptagon,blue,"(127, 127, 255)",110,330,"images/heptagons/heptagon_bg-blue_color-(127, 127, 255)_size-110_angle-330.png"
pentagon,blue,"(255, 0, 0)",175,290,"images/pentagons/pentagon_bg-blue_color-(255, 0, 0)_size-175_angle-290.png"
heptagon,blue,"(0, 255, 0)",140,130,"images/heptagons/heptagon_bg-blue_color-(0, 255, 0)_size-140_angle-130.png"
heptagon,red,"(127, 127, 255)",110,320,"images/heptagons/heptagon_bg-red_color-(127, 127, 255)_size-110_angle-320.png"
hexagon,black,"(0, 255, 255)",150,40,"images/hexagons/hexagon_bg-black_color-(0, 255, 255)_size-150_angle-40.png"
heptagon,red,"(0, 0, 255)",175,170,"images/heptagons/heptagon_bg-red_color-(0, 0, 255)_size-175_angle-170.png"
pentagon,blue,"(255, 0, 127)",120,280,"images/pentagons/pentagon_bg-blue_color-(255, 0, 127)_size-120_angle-280.png"
triangle,blue,"(255, 255, 0)",140,90,"images/triangles/triangle_bg-blue_color-(255, 255, 0)_size-140_angle-90.png"
pentagon,black,"(255, 255, 0)",150,110,"images/pentagons/pentagon_bg-black_color-(255, 255, 0)_size-150_angle-110.png"
pentagon,black,"(127, 255, 127)",160,100,"images/pentagons/pentagon_bg-black_color-(127, 255, 127)_size-160_angle-100.png"
heptagon,black,"(0, 255, 0)",150,220,"images/heptagons/heptagon_bg-black_color-(0, 255, 0)_size-150_angle-220.png"
square,blue,"(255, 0, 127)",130,80,"images/squares/square_bg-blue_color-(255, 0, 127)_size-130_angle-80.png"
heptagon,white,"(0, 127, 255)",200,330,"images/heptagons/heptagon_bg-white_color-(0, 127, 255)_size-200_angle-330.png"
heptagon,white,"(255, 127, 0)",200,300,"images/heptagons/heptagon_bg-white_color-(255, 127, 0)_size-200_angle-300.png"
heptagon,black,"(0, 127, 255)",150,200,"images/heptagons/heptagon_bg-black_color-(0, 127, 255)_size-150_angle-200.png"
heptagon,blue,"(127, 127, 0)",140,240,"images/heptagons/heptagon_bg-blue_color-(127, 127, 0)_size-140_angle-240.png"
pentagon,white,"(127, 127, 255)",175,280,"images/pentagons/pentagon_bg-white_color-(127, 127, 255)_size-175_angle-280.png"
heptagon,white,"(0, 255, 255)",175,260,"images/heptagons/heptagon_bg-white_color-(0, 255, 255)_size-175_angle-260.png"
pentagon,red,"(0, 127, 127)",140,100,"images/pentagons/pentagon_bg-red_color-(0, 127, 127)_size-140_angle-100.png"
square,white,"(0, 127, 255)",110,40,"images/squares/square_bg-white_color-(0, 127, 255)_size-110_angle-40.png"
heptagon,white,"(127, 0, 127)",140,240,"images/heptagons/heptagon_bg-white_color-(127, 0, 127)_size-140_angle-240.png"
heptagon,red,"(127, 0, 255)",160,220,"images/heptagons/heptagon_bg-red_color-(127, 0, 255)_size-160_angle-220.png"
heptagon,white,"(255, 0, 127)",130,200,"images/heptagons/heptagon_bg-white_color-(255, 0, 127)_size-130_angle-200.png"
square,blue,"(255, 255, 0)",120,20,"images/squares/square_bg-blue_color-(255, 255, 0)_size-120_angle-20.png"
heptagon,white,"(127, 127, 0)",130,40,"images/heptagons/heptagon_bg-white_color-(127, 127, 0)_size-130_angle-40.png"
pentagon,blue,"(0, 255, 0)",110,50,"images/pentagons/pentagon_bg-blue_color-(0, 255, 0)_size-110_angle-50.png"
octagon,blue,"(255, 0, 0)",130,60,"images/octagons/octagon_bg-blue_color-(255, 0, 0)_size-130_angle-60.png"
heptagon,blue,"(127, 255, 127)",160,0,"images/heptagons/heptagon_bg-blue_color-(127, 255, 127)_size-160_angle-0.png"
heptagon,black,"(127, 127, 255)",110,160,"images/heptagons/heptagon_bg-black_color-(127, 127, 255)_size-110_angle-160.png"
heptagon,blue,"(127, 0, 255)",100,240,"images/heptagons/heptagon_bg-blue_color-(127, 0, 255)_size-100_angle-240.png"
heptagon,blue,"(127, 127, 0)",110,120,"images/heptagons/heptagon_bg-blue_color-(127, 127, 0)_size-110_angle-120.png"
heptagon,red,"(127, 0, 127)",150,220,"images/heptagons/heptagon_bg-red_color-(127, 0, 127)_size-150_angle-220.png"
pentagon,red,"(255, 255, 0)",130,50,"images/pentagons/pentagon_bg-red_color-(255, 255, 0)_size-130_angle-50.png"
triangle,red,"(0, 0, 255)",175,60,"images/triangles/triangle_bg-red_color-(0, 0, 255)_size-175_angle-60.png"
heptagon,white,"(127, 0, 127)",140,210,"images/heptagons/heptagon_bg-white_color-(127, 0, 127)_size-140_angle-210.png"
triangle,red,"(0, 255, 255)",160,100,"images/triangles/triangle_bg-red_color-(0, 255, 255)_size-160_angle-100.png"
heptagon,blue,"(0, 255, 0)",130,260,"images/heptagons/heptagon_bg-blue_color-(0, 255, 0)_size-130_angle-260.png"
pentagon,white,"(127, 0, 127)",140,60,"images/pentagons/pentagon_bg-white_color-(127, 0, 127)_size-140_angle-60.png"
pentagon,black,"(0, 255, 255)",200,230,"images/pentagons/pentagon_bg-black_color-(0, 255, 255)_size-200_angle-230.png"
pentagon,white,"(0, 127, 255)",140,290,"images/pentagons/pentagon_bg-white_color-(0, 127, 255)_size-140_angle-290.png"
octagon,blue,"(127, 255, 0)",120,40,"images/octagons/octagon_bg-blue_color-(127, 255, 0)_size-120_angle-40.png"
heptagon,black,"(127, 0, 255)",200,130,"images/heptagons/heptagon_bg-black_color-(127, 0, 255)_size-200_angle-130.png"
triangle,red,"(0, 127, 255)",130,110,"images/triangles/triangle_bg-red_color-(0, 127, 255)_size-130_angle-110.png"
hexagon,red,"(0, 255, 255)",130,10,"images/hexagons/hexagon_bg-red_color-(0, 255, 255)_size-130_angle-10.png"
pentagon,black,"(0, 127, 255)",150,200,"images/pentagons/pentagon_bg-black_color-(0, 127, 255)_size-150_angle-200.png"
heptagon,red,"(127, 0, 127)",150,130,"images/heptagons/heptagon_bg-red_color-(127, 0, 127)_size-150_angle-130.png"
pentagon,blue,"(0, 127, 0)",175,60,"images/pentagons/pentagon_bg-blue_color-(0, 127, 0)_size-175_angle-60.png"
pentagon,blue,"(127, 127, 0)",140,270,"images/pentagons/pentagon_bg-blue_color-(127, 127, 0)_size-140_angle-270.png"
pentagon,blue,"(127, 127, 255)",130,300,"images/pentagons/pentagon_bg-blue_color-(127, 127, 255)_size-130_angle-300.png"
heptagon,white,"(0, 127, 255)",150,200,"images/heptagons/heptagon_bg-white_color-(0, 127, 255)_size-150_angle-200.png"
heptagon,black,"(0, 255, 127)",175,340,"images/heptagons/heptagon_bg-black_color-(0, 255, 127)_size-175_angle-340.png"
heptagon,blue,"(127, 255, 127)",130,100,"images/heptagons/heptagon_bg-blue_color-(127, 255, 127)_size-130_angle-100.png"
pentagon,black,"(127, 127, 0)",160,250,"images/pentagons/pentagon_bg-black_color-(127, 127, 0)_size-160_angle-250.png"
heptagon,blue,"(0, 255, 127)",140,350,"images/heptagons/heptagon_bg-blue_color-(0, 255, 127)_size-140_angle-350.png"
square,black,"(0, 127, 255)",100,30,"images/squares/square_bg-black_color-(0, 127, 255)_size-100_angle-30.png"
heptagon,white,"(0, 255, 255)",120,280,"images/heptagons/heptagon_bg-white_color-(0, 255, 255)_size-120_angle-280.png"
octagon,red,"(127, 127, 255)",160,80,"images/octagons/octagon_bg-red_color-(127, 127, 255)_size-160_angle-80.png"
heptagon,black,"(0, 255, 127)",120,120,"images/heptagons/heptagon_bg-black_color-(0, 255, 127)_size-120_angle-120.png"
pentagon,blue,"(127, 0, 255)",200,80,"images/pentagons/pentagon_bg-blue_color-(127, 0, 255)_size-200_angle-80.png"
pentagon,black,"(0, 127, 0)",160,240,"images/pentagons/pentagon_bg-black_color-(0, 127, 0)_size-160_angle-240.png"
hexagon,white,"(255, 0, 0)",140,10,"images/hexagons/hexagon_bg-white_color-(255, 0, 0)_size-140_angle-10.png"
pentagon,red,"(0, 127, 0)",200,160,"images/pentagons/pentagon_bg-red_color-(0, 127, 0)_size-200_angle-160.png"
heptagon,red,"(0, 255, 127)",160,190,"images/heptagons/heptagon_bg-red_color-(0, 255, 127)_size-160_angle-190.png"
hexagon,blue,"(255, 0, 255)",120,20,"images/hexagons/hexagon_bg-blue_color-(255, 0, 255)_size-120_angle-20.png"
heptagon,red,"(0, 127, 0)",175,90,"images/heptagons/heptagon_bg-red_color-(0, 127, 0)_size-175_angle-90.png"
heptagon,black,"(127, 255, 127)",150,270,"images/heptagons/heptagon_bg-black_color-(127, 255, 127)_size-150_angle-270.png"
pentagon,black,"(0, 127, 255)",175,40,"images/pentagons/pentagon_bg-black_color-(0, 127, 255)_size-175_angle-40.png"
pentagon,black,"(255, 0, 127)",110,330,"images/pentagons/pentagon_bg-black_color-(255, 0, 127)_size-110_angle-330.png"
hexagon,blue,"(0, 255, 255)",200,20,"images/hexagons/hexagon_bg-blue_color-(0, 255, 255)_size-200_angle-20.png"
heptagon,black,"(0, 127, 0)",140,70,"images/heptagons/heptagon_bg-black_color-(0, 127, 0)_size-140_angle-70.png"
heptagon,black,"(255, 0, 255)",200,80,"images/heptagons/heptagon_bg-black_color-(255, 0, 255)_size-200_angle-80.png"
heptagon,red,"(255, 255, 0)",150,270,"images/heptagons/heptagon_bg-red_color-(255, 255, 0)_size-150_angle-270.png"
square,black,"(127, 0, 127)",110,0,"images/squares/square_bg-black_color-(127, 0, 127)_size-110_angle-0.png"
pentagon,black,"(255, 0, 0)",140,50,"images/pentagons/pentagon_bg-black_color-(255, 0, 0)_size-140_angle-50.png"
pentagon,white,"(0, 0, 255)",100,330,"images/pentagons/pentagon_bg-white_color-(0, 0, 255)_size-100_angle-330.png"
heptagon,blue,"(0, 127, 127)",200,310,"images/heptagons/heptagon_bg-blue_color-(0, 127, 127)_size-200_angle-310.png"
heptagon,blue,"(255, 0, 0)",110,130,"images/heptagons/heptagon_bg-blue_color-(255, 0, 0)_size-110_angle-130.png"
octagon,red,"(127, 255, 0)",120,0,"images/octagons/octagon_bg-red_color-(127, 255, 0)_size-120_angle-0.png"
pentagon,blue,"(127, 0, 255)",140,120,"images/pentagons/pentagon_bg-blue_color-(127, 0, 255)_size-140_angle-120.png"
pentagon,white,"(0, 127, 255)",150,210,"images/pentagons/pentagon_bg-white_color-(0, 127, 255)_size-150_angle-210.png"
octagon,black,"(255, 255, 0)",150,30,"images/octagons/octagon_bg-black_color-(255, 255, 0)_size-150_angle-30.png"
pentagon,white,"(0, 127, 127)",130,340,"images/pentagons/pentagon_bg-white_color-(0, 127, 127)_size-130_angle-340.png"
heptagon,black,"(127, 127, 0)",200,120,"images/heptagons/heptagon_bg-black_color-(127, 127, 0)_size-200_angle-120.png"
triangle,white,"(255, 0, 255)",100,40,"images/triangles/triangle_bg-white_color-(255, 0, 255)_size-100_angle-40.png"
heptagon,blue,"(127, 255, 0)",200,180,"images/heptagons/heptagon_bg-blue_color-(127, 255, 0)_size-200_angle-180.png"
triangle,blue,"(0, 127, 0)",130,20,"images/triangles/triangle_bg-blue_color-(0, 127, 0)_size-130_angle-20.png"
heptagon,red,"(0, 255, 0)",130,10,"images/heptagons/heptagon_bg-red_color-(0, 255, 0)_size-130_angle-10.png"
octagon,black,"(0, 0, 255)",130,50,"images/octagons/octagon_bg-black_color-(0, 0, 255)_size-130_angle-50.png"
pentagon,black,"(0, 127, 255)",160,40,"images/pentagons/pentagon_bg-black_color-(0, 127, 255)_size-160_angle-40.png"
octagon,white,"(0, 255, 0)",130,10,"images/octagons/octagon_bg-white_color-(0, 255, 0)_size-130_angle-10.png"
pentagon,red,"(127, 255, 0)",160,180,"images/pentagons/pentagon_bg-red_color-(127, 255, 0)_size-160_angle-180.png"
pentagon,black,"(0, 127, 127)",100,220,"images/pentagons/pentagon_bg-black_color-(0, 127, 127)_size-100_angle-220.png"
heptagon,red,"(127, 0, 127)",200,30,"images/heptagons/heptagon_bg-red_color-(127, 0, 127)_size-200_angle-30.png"
triangle,red,"(127, 0, 127)",110,60,"images/triangles/triangle_bg-red_color-(127, 0, 127)_size-110_angle-60.png"
heptagon,red,"(0, 255, 0)",100,80,"images/heptagons/heptagon_bg-red_color-(0, 255, 0)_size-100_angle-80.png"
pentagon,white,"(0, 127, 0)",200,30,"images/pentagons/pentagon_bg-white_color-(0, 127, 0)_size-200_angle-30.png"
heptagon,black,"(127, 127, 255)",150,280,"images/heptagons/heptagon_bg-black_color-(127, 127, 255)_size-150_angle-280.png"
pentagon,blue,"(0, 255, 255)",160,210,"images/pentagons/pentagon_bg-blue_color-(0, 255, 255)_size-160_angle-210.png"
heptagon,black,"(255, 127, 0)",120,180,"images/heptagons/heptagon_bg-black_color-(255, 127, 0)_size-120_angle-180.png"
heptagon,black,"(0, 127, 0)",200,200,"images/heptagons/heptagon_bg-black_color-(0, 127, 0)_size-200_angle-200.png"
triangle,black,"(0, 127, 127)",200,70,"images/triangles/triangle_bg-black_color-(0, 127, 127)_size-200_angle-70.png"
heptagon,red,"(255, 0, 127)",160,170,"images/heptagons/heptagon_bg-red_color-(255, 0, 127)_size-160_angle-170.png"
pentagon,black,"(255, 127, 0)",150,260,"images/pentagons/pentagon_bg-black_color-(255, 127, 0)_size-150_angle-260.png"
heptagon,white,"(127, 127, 255)",200,30,"images/heptagons/heptagon_bg-white_color-(127, 127, 255)_size-200_angle-30.png"
octagon,white,"(127, 255, 0)",200,20,"images/octagons/octagon_bg-white_color-(127, 255, 0)_size-200_angle-20.png"
pentagon,black,"(0, 0, 255)",120,70,"images/pentagons/pentagon_bg-black_color-(0, 0, 255)_size-120_angle-70.png"
square,blue,"(127, 255, 127)",140,30,"images/squares/square_bg-blue_color-(127, 255, 127)_size-140_angle-30.png"
pentagon,black,"(255, 0, 0)",175,160,"images/pentagons/pentagon_bg-black_color-(255, 0, 0)_size-175_angle-160.png"
triangle,white,"(127, 0, 255)",175,70,"images/triangles/triangle_bg-white_color-(127, 0, 255)_size-175_angle-70.png"
heptagon,black,"(0, 255, 255)",150,100,"images/heptagons/heptagon_bg-black_color-(0, 255, 255)_size-150_angle-100.png"
heptagon,red,"(255, 0, 127)",175,170,"images/heptagons/heptagon_bg-red_color-(255, 0, 127)_size-175_angle-170.png"
pentagon,black,"(127, 255, 127)",120,240,"images/pentagons/pentagon_bg-black_color-(127, 255, 127)_size-120_angle-240.png"
heptagon,white,"(0, 0, 255)",150,290,"images/heptagons/heptagon_bg-white_color-(0, 0, 255)_size-150_angle-290.png"
heptagon,black,"(0, 127, 255)",175,290,"images/heptagons/heptagon_bg-black_color-(0, 127, 255)_size-175_angle-290.png"
hexagon,black,"(0, 0, 255)",110,50,"images/hexagons/hexagon_bg-black_color-(0, 0, 255)_size-110_angle-50.png"
square,black,"(255, 0, 255)",110,50,"images/squares/square_bg-black_color-(255, 0, 255)_size-110_angle-50.png"
octagon,white,"(0, 127, 127)",160,0,"images/octagons/octagon_bg-white_color-(0, 127, 127)_size-160_angle-0.png"
heptagon,black,"(127, 255, 0)",160,220,"images/heptagons/heptagon_bg-black_color-(127, 255, 0)_size-160_angle-220.png"
pentagon,blue,"(127, 255, 127)",130,270,"images/pentagons/pentagon_bg-blue_color-(127, 255, 127)_size-130_angle-270.png"
heptagon,red,"(255, 255, 0)",175,70,"images/heptagons/heptagon_bg-red_color-(255, 255, 0)_size-175_angle-70.png"
octagon,black,"(127, 255, 127)",110,60,"images/octagons/octagon_bg-black_color-(127, 255, 127)_size-110_angle-60.png"
heptagon,red,"(0, 127, 0)",130,90,"images/heptagons/heptagon_bg-red_color-(0, 127, 0)_size-130_angle-90.png"
pentagon,blue,"(255, 0, 0)",140,350,"images/pentagons/pentagon_bg-blue_color-(255, 0, 0)_size-140_angle-350.png"
octagon,red,"(255, 0, 127)",120,60,"images/octagons/octagon_bg-red_color-(255, 0, 127)_size-120_angle-60.png"
heptagon,blue,"(0, 255, 0)",120,170,"images/heptagons/heptagon_bg-blue_color-(0, 255, 0)_size-120_angle-170.png"
heptagon,white,"(255, 255, 0)",140,340,"images/heptagons/heptagon_bg-white_color-(255, 255, 0)_size-140_angle-340.png"
pentagon,red,"(255, 255, 0)",150,250,"images/pentagons/pentagon_bg-red_color-(255, 255, 0)_size-150_angle-250.png"
hexagon,red,"(0, 127, 127)",175,20,"images/hexagons/hexagon_bg-red_color-(0, 127, 127)_size-175_angle-20.png"
pentagon,blue,"(0, 127, 255)",140,190,"images/pentagons/pentagon_bg-blue_color-(0, 127, 255)_size-140_angle-190.png"
hexagon,white,"(127, 0, 255)",175,40,"images/hexagons/hexagon_bg-white_color-(127, 0, 255)_size-175_angle-40.png"
pentagon,black,"(0, 127, 0)",140,260,"images/pentagons/pentagon_bg-black_color-(0, 127, 0)_size-140_angle-260.png"
pentagon,white,"(0, 0, 255)",175,70,"images/pentagons/pentagon_bg-white_color-(0, 0, 255)_size-175_angle-70.png"
triangle,red,"(255, 127, 0)",140,10,"images/triangles/triangle_bg-red_color-(255, 127, 0)_size-140_angle-10.png"
heptagon,red,"(127, 255, 127)",175,230,"images/heptagons/heptagon_bg-red_color-(127, 255, 127)_size-175_angle-230.png"
heptagon,black,"(127, 255, 0)",110,90,"images/heptagons/heptagon_bg-black_color-(127, 255, 0)_size-110_angle-90.png"
triangle,red,"(127, 127, 0)",160,0,"images/triangles/triangle_bg-red_color-(127, 127, 0)_size-160_angle-0.png"
heptagon,red,"(255, 0, 255)",200,130,"images/heptagons/heptagon_bg-red_color-(255, 0, 255)_size-200_angle-130.png"
pentagon,blue,"(127, 255, 127)",130,350,"images/pentagons/pentagon_bg-blue_color-(127, 255, 127)_size-130_angle-350.png"
hexagon,black,"(0, 127, 255)",140,20,"images/hexagons/hexagon_bg-black_color-(0, 127, 255)_size-140_angle-20.png"
pentagon,red,"(0, 127, 0)",130,140,"images/pentagons/pentagon_bg-red_color-(0, 127, 0)_size-130_angle-140.png"
heptagon,blue,"(0, 127, 0)",120,120,"images/heptagons/heptagon_bg-blue_color-(0, 127, 0)_size-120_angle-120.png"
heptagon,blue,"(0, 127, 0)",150,40,"images/heptagons/heptagon_bg-blue_color-(0, 127, 0)_size-150_angle-40.png"
pentagon,blue,"(0, 255, 0)",140,210,"images/pentagons/pentagon_bg-blue_color-(0, 255, 0)_size-140_angle-210.png"
pentagon,red,"(0, 127, 255)",120,210,"images/pentagons/pentagon_bg-red_color-(0, 127, 255)_size-120_angle-210.png"
pentagon,blue,"(127, 0, 127)",160,350,"images/pentagons/pentagon_bg-blue_color-(127, 0, 127)_size-160_angle-350.png"
pentagon,black,"(0, 255, 255)",130,10,"images/pentagons/pentagon_bg-black_color-(0, 255, 255)_size-130_angle-10.png"
pentagon,white,"(0, 255, 0)",150,180,"images/pentagons/pentagon_bg-white_color-(0, 255, 0)_size-150_angle-180.png"
heptagon,red,"(127, 255, 0)",140,60,"images/heptagons/heptagon_bg-red_color-(127, 255, 0)_size-140_angle-60.png"
pentagon,red,"(0, 255, 0)",120,350,"images/pentagons/pentagon_bg-red_color-(0, 255, 0)_size-120_angle-350.png"
